"node";"product";"node_type";"p_order";"p_Stock";"p_manufacturing";"availability";"robustness";"consequence";"not_available";"risk";"iteration"
11309885;11322457;"Raw Material";0,562178083193154;0;0;0,562178083193154;0,933480260518304;0,0665197394816963;0,437821916806846;0,0291237998453683;0
11315555;11322457;"Inner Product";0;0;0,562178083193154;0,562178083193154;0,929976047778793;0,0700239522212074;0,437821916806846;0,03065802098388;0
11322457;11322457;"Final Product";0;0;0,000203098292202617;0,000203098292202617;0,934497436057617;0,0655025639423825;0,999796901707797;0,0654892604835109;0
11309932;11525640;"Raw Material";0,965500014486941;0;0;0,965500014486941;0,935187199021902;0,0648128009780982;0,0344999855130588;0,00223604069480515;0
11315974;11525640;"Inner Product";0;0;0,965500014486941;0,965500014486941;0,931683514039234;0,0683164859607657;0,0344999855130588;0,0023569177759495;0
11525640;11525640;"Final Product";0;0;0,000158057994598493;0,000158057994598493;0,935925070100043;0,0640749298999572;0,999841942005402;0,0640648023450332;0
11310135;11525640;"Raw Material";0,812395759267984;0;0;0,812395759267984;0,935187199021902;0,0648128009780982;0,187604240732016;0,0121591563172114;0
11318422;11525640;"Inner Product";0;0;0,812395759267984;0,812395759267984;0,931683514039234;0,0683164859607657;0,187604240732016;0,0128164624781489;0
11309940;11525640;"Raw Material";0,719060938937926;0;0;0,719060938937926;0,935187199021902;0,0648128009780982;0,280939061062074;0,01820844745159;0
11318423;11525640;"Inner Product";0;0;0,719060938937926;0,719060938937926;0,931683514039234;0,0683164859607657;0,280939061062074;0,0191927694208779;0
11309873;11525640;"Raw Material";0,409213048309706;0;0;0,409213048309706;0,935187199021902;0,0648128009780982;0,590786951690294;0,0382905571203603;0
11318426;11525640;"Inner Product";0;0;0,409213048309706;0,409213048309706;0,931683514039234;0,0683164859607657;0,590786951690294;0,0403604884909535;0
11523656;11325401;"Raw Material";0,409196164235342;0;0;0,409196164235342;0,899735825359412;0,100264174640588;0,590803835764658;0,0592364589674372;0
11318703;11325401;"Inner Product";0;0;0,409196164235342;0,409196164235342;0,896308337168056;0,103691662831944;0,590803835764658;0,0612614321379284;0
11325401;11325401;"Final Product";0;0;1,77836945155775e-08;0;0,901208597909289;0,0987914020907115;1;0,0987914020907115;0
11313012;11322449;"Raw Material";0,34065852851774;0;0;0,34065852851774;0,887093243749605;0,112906756250395;0,65934147148226;0,0744441068064243;0
11319305;11322449;"Inner Product";0;0;0,308746762435121;0,308746762435121;0,883694562118324;0,116305437881676;0,691253237564879;0,0803965104821092;0
11322449;11322449;"Final Product";0;0;9,45364862336373e-08;0;0,892520226864559;0,107479773135441;1;0,107479773135441;0
11313037;11322449;"Raw Material";0,906323302042455;0;0;0,906323302042455;0,887093243749605;0,112906756250395;0,0936766979575454;0,0105767321026344;0
11309549;11322457;"Raw Material";0,720780508220246;0;0;0,720780508220246;0,933051600749373;0,0669483992506266;0,279219491779754;0,018693298014228;0
11319317;11322457;"Inner Product";0;0;0,720780508220246;0,720780508220246;0,929522451822032;0,0704775481779683;0,279219491779754;0,0196787051841354;0
11319320;11322457;"Inner Product";0;0;0,573489591202531;0,573489591202531;0,933921764357265;0,0660782356427354;0,426510408797469;0,0281830552965986;0
11319330;11322457;"Inner Product";0;0;0,795650804457232;0,795650804457232;0,929522451822032;0,0704775481779683;0,204349195542768;0,0144020302739945;0
11309545;11322457;"Raw Material";0,795650804457232;0;0;0,795650804457232;0,933051600749373;0,0669483992506266;0,204349195542768;0,0136808515297416;0
11315001;11322449;"Raw Material";0,314409146007062;0;0;0,314409146007062;0,895913602957668;0,104086397042332;0,685590853992938;0,0713606818373002;0
11316203;11322449;"Raw Material";0,978936896513396;0;0;0,978936896513396;0,895913602957668;0,104086397042332;0,021063103486604;0,00219238255245038;0
11312138;11322457;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11322272;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11525640;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11328779;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11322449;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11327666;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11325401;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11322269;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11312138;11322271;"Raw Material";0,882709848560295;0;0;0,882709848560295;0,486243474273019;0,513756525726981;0,117290151439705;0,0602585807056543;0
11322269;11322269;"Final Product";0;0;0,584199548288734;0,584199548288734;0,991018427486713;0,00898157251328668;0,415800451711266;0,00373454190810209;0
11322271;11322271;"Final Product";0;0;0,456062267439072;0,456062267439072;0,991018427486713;0,00898157251328668;0,543937732560928;0,00488541618770871;0
11322272;11322272;"Final Product";0;0;0,289058796612204;0,289058796612204;0,991018427486713;0,00898157251328668;0,710941203387796;0,00638536997091079;0
11327666;11327666;"Final Product";0;0;0,559093654707468;0,559093654707468;0,991018427486713;0,00898157251328668;0,440906345292532;0,0039600323118131;0
11328779;11328779;"Final Product";0;0;0,00866535545145955;0,00866535545145955;0,963395445572477;0,0366045544275229;0,99133464454854;0,0362873629522661;0
11313837;11325401;"Raw Material";0,448637377474793;0;0;0,448637377474793;0,904622116911853;0,0953778830881473;0,551362622525207;0,0525877997503835;0
11315593;11325401;"Raw Material";0,42727747704497;0;0;0,42727747704497;0,904622116911853;0,0953778830881473;0,57272252295503;0,0546250618363536;0
11312736;11325401;"Raw Material";0,428383156897404;0;0;0,428383156897404;0,904622116911853;0,0953778830881473;0,571616843102596;0,0545196044326553;0
11314268;11325401;"Raw Material";0,512969570071676;0;0;0,512969570071676;0,904622116911853;0,0953778830881473;0,487030429928324;0,0464519314060738;0
11314636;11325401;"Raw Material";0,667329502142566;0;0;0,667329502142566;0,904622116911853;0,0953778830881473;0,332670497857434;0,0317294078515221;0
11313737;11325401;"Raw Material";0,602361513049481;0;0;0,602361513049481;0,904622116911853;0,0953778830881473;0,397638486950519;0,0379259171197144;0
11312892;11325401;"Raw Material";0,503860398138629;0;0;0,503860398138629;0,904622116911853;0,0953778830881473;0,496139601861371;0,0473207449417338;0
11315568;11325401;"Raw Material";0,728297026305666;0;0;0,728297026305666;0,904622116911853;0,0953778830881473;0,271702973694334;0,0259144544597202;0
11313014;11325401;"Raw Material";0,397645702456429;0;0;0,397645702456429;0,904622116911853;0,0953778830881473;0,602354297543571;0,0574512777687538;0
