"node";"product";"node_type";"p_order";"p_Stock";"p_manufacturing";"availability";"robustness";"consequence";"not_available";"risk";"iteration"
"T2";"T2";"Final Product";0;0;0,00153001868084393;0,00153001868084393;0,684182515041773;0,315817484958227;0,998469981319156;0,315334278306504;0
"11314767";"T2";"Raw Material";0,314409146007062;0;0;0,314409146007062;0,699769382316968;0,300230617683032;0,685590853992938;0,205835365572137;0
"11315387";"T2";"Raw Material";0,978936896513396;0;0;0,978936896513396;0,699769382316968;0,300230617683032;0,021063103486604;0,00632378857010474;0
"11315388";"T2";"Raw Material";0,882709848560295;0;0;0,882709848560295;0,699769382316968;0,300230617683032;0,117290151439705;0,0352140946148789;0
"11315389";"T2";"Raw Material";0,448637377474793;0;0;0,448637377474793;0,699769382316968;0,300230617683032;0,551362622525207;0,165535940728079;0
"11315390";"T2";"Raw Material";0,42727747704497;0;0;0,42727747704497;0,699769382316968;0,300230617683032;0,57272252295503;0,171948836827773;0
"11315391";"T2";"Raw Material";0,428383156897404;0;0;0,428383156897404;0,699769382316968;0,300230617683032;0,571616843102596;0,171616877882717;0
"11315791";"T2";"Raw Material";0,512969570071676;0;0;0,512969570071676;0,699769382316968;0,300230617683032;0,487030429928324;0,146221446807813;0
"11315792";"T2";"Raw Material";0,667329502142566;0;0;0,667329502142566;0,699769382316968;0,300230617683032;0,332670497857434;0,099877869056659;0
"11316161";"T2";"Raw Material";0,602361513049481;0;0;0,602361513049481;0,699769382316968;0,300230617683032;0,397638486950519;0,119383248551701;0
"11334661";"T2";"Raw Material";0,503860398138629;0;0;0,503860398138629;0,699769382316968;0,300230617683032;0,496139601861371;0,148956299123853;0
"11402999";"T2";"Raw Material";0,728297026305666;0;0;0,728297026305666;0,699769382316968;0,300230617683032;0,271702973694334;0,0815735516185666;0
"1132767";"T1";"Raw Material";0,562178083193154;0;0;0,562178083193154;0,881609682117238;0,118390317882762;0,437821916806846;0,0518338759068026;1
"T1";"T1";"Final Product";0;0;0,0085202368127936;0,0085202368127936;0,866982628722616;0,133017371277384;0,991479763187206;0,131884031773885;1
"11308154";"T1";"Raw Material";0,965500014486941;0;0;0,965500014486941;0,881609682117238;0,118390317882762;0,0344999855130588;0,0040844642518417;1
"11312768";"T1";"Raw Material";0,812395759267984;0;0;0,812395759267984;0,881609682117238;0,118390317882762;0,187604240732016;0,0222105256964176;1
"11313671";"T1";"Raw Material";0,719060938937926;0;0;0,719060938937926;0,881609682117238;0,118390317882762;0,280939061062074;0,0332604647448236;1
"11313747";"T1";"Raw Material";0,409213048309706;0;0;0,409213048309706;0,881609682117238;0,118390317882762;0,590786951690294;0,0699434550116017;1
"11315086";"T1";"Raw Material";0,409196164235342;0;0;0,409196164235342;0,881609682117238;0,118390317882762;0,590803835764658;0,0699454539225328;1
"11315160";"T1";"Raw Material";0,34065852851774;0;0;0,34065852851774;0,881609682117238;0,118390317882762;0,65934147148226;0,0780596464020726;1
"11318457";"T1";"Inner Product";0;0;0,720780508220246;0,720780508220246;0,839343530774372;0,160656469225628;0,279219491779754;0,0448584176883094;1
"11318443";"T1";"Inner Product";0;0;0,795650804457232;0,795650804457232;0,839343530774372;0,160656469225628;0,204349195542768;0,0328300202449985;1
"11552755";"T1";"Inner Product";0;0;0,906323302042455;0,906323302042455;0,819561696111544;0,180438303888456;0,0936766979575454;0,0169028644933306;1
"11334659";"T2";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,441922629413639;0,558077370586361;0,0936766979575454;0,0522788452813597;1
"11334659";"T1";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,441922629413639;0,558077370586361;0,0936766979575454;0,0522788452813597;1
"11313665";"T1";"Raw Material";0,720780508220246;0;0;0,720780508220246;0,854723379807847;0,145276620192153;0,279219491779754;0,0405640640575333;1
"11315892";"T1";"Raw Material";0,795650804457232;0;0;0,795650804457232;0,854723379807847;0,145276620192153;0,204349195542768;0,0296871604674388;1
"T2";"T2";"Final Product";0;0;0,00486146373785434;0,00486146373785434;0,784805913828444;0,215194086171556;0,995138536262146;0,214147927925032;1
"11314767";"T2";"Raw Material";0,314409146007062;0,999;0;0,999;1;0;0,001;0;1
"11315387";"T2";"Raw Material";0,978936896513396;0;0;0,978936896513396;0,799048133639507;0,200951866360493;0,021063103486604;0,00423266995697729;1
"11315388";"T2";"Raw Material";0,882709848560295;0;0;0,882709848560295;0,799048133639507;0,200951866360493;0,117290151439705;0,0235696748375136;1
"11315389";"T2";"Raw Material";0,448637377474793;0;0;0,448637377474793;0,799048133639507;0,200951866360493;0,551362622525207;0,110797348037856;1
"11315390";"T2";"Raw Material";0,42727747704497;0;0;0,42727747704497;0,799048133639507;0,200951866360493;0,57272252295503;0,115089659894504;1
"11315391";"T2";"Raw Material";0,428383156897404;0;0;0,428383156897404;0,799048133639507;0,200951866360493;0,571616843102596;0,11486747146456;1
"11315791";"T2";"Raw Material";0,512969570071676;0;0;0,512969570071676;0,799048133639507;0,200951866360493;0,487030429928324;0,0978696738684501;1
"11315792";"T2";"Raw Material";0,667329502142566;0;0;0,667329502142566;0,799048133639507;0,200951866360493;0,332670497857434;0,0668507574275257;1
"11316161";"T2";"Raw Material";0,602361513049481;0;0;0,602361513049481;0,799048133639507;0,200951866360493;0,397638486950519;0,0799061960894694;1
"11334661";"T2";"Raw Material";0,503860398138629;0;0;0,503860398138629;0,799048133639507;0,200951866360493;0,496139601861371;0,0997001789693945;1
"11402999";"T2";"Raw Material";0,728297026305666;0;0;0,728297026305666;0,799048133639507;0,200951866360493;0,271702973694334;0,0545992196595725;1
"1132767";"T1";"Raw Material";0,562178083193154;0;0;0,562178083193154;0,88283068535687;0,11716931464313;0,437821916806846;0,0512992939279997;2
"T1";"T1";"Final Product";0;0;0,0085202368127936;0,0085202368127936;0,870920000387993;0,129079999612007;0,991479763187206;0,127980207447517;2
"11308154";"T1";"Raw Material";0,965500014486941;0;0;0,965500014486941;0,88283068535687;0,11716931464313;0,0344999855130588;0,00404233965776301;2
"11312768";"T1";"Raw Material";0,812395759267984;0;0;0,812395759267984;0,88283068535687;0,11716931464313;0,187604240732016;0,0219814603107152;2
"11313671";"T1";"Raw Material";0,719060938937926;0;0;0,719060938937926;0,88283068535687;0,11716931464313;0,280939061062074;0,0329174372411277;2
"11313747";"T1";"Raw Material";0,409213048309706;0;0;0,409213048309706;0,88283068535687;0,11716931464313;0,590786951690294;0,0692221022296558;2
"11315086";"T1";"Raw Material";0,409196164235342;0;0;0,409196164235342;0,88283068535687;0,11716931464313;0,590803835764658;0,0692240805250774;2
"11315160";"T1";"Raw Material";0,34065852851774;0;0;0,34065852851774;0,88283068535687;0,11716931464313;0,65934147148226;0,0772545883293694;2
"11318457";"T1";"Inner Product";0;0;0,720780508220246;0,720780508220246;0,844544466429717;0,155455533570283;0,279219491779754;0,0434062150778448;2
"11318443";"T1";"Inner Product";0;0;0,795650804457232;0,795650804457232;0,844544466429717;0,155455533570283;0,204349195542768;0,0317672132277591;2
"11552755";"T1";"Inner Product";0;0;0,906323302042455;0,906323302042455;0,82320253344943;0,17679746655057;0,0936766979575454;0,016561802873717;2
"11334659";"T2";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,511604466877421;0,488395533122579;0,0936766979575454;0,0457512808401382;2
"11334659";"T1";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,511604466877421;0,488395533122579;0,0936766979575454;0,0457512808401382;2
"11313665";"T1";"Raw Material";0,720780508220246;0;0;0,720780508220246;0,857343253161679;0,142656746838321;0,279219491779754;0,0398325443511491;2
"11315892";"T1";"Raw Material";0,795650804457232;0;0;0,795650804457232;0,857343253161679;0,142656746838321;0,204349195542768;0,0291517914551593;2
"T2";"T2";"Final Product";0;0;0,0113663896063619;0,0113663896063619;0,81879125283002;0,18120874716998;0,988633610393638;0,179149057949565;2
"11314767";"T2";"Raw Material";0,314409146007062;0,999;0;0,999;1;0;0,001;0;2
"11315387";"T2";"Raw Material";0,978936896513396;0;0;0,978936896513396;0,830839407975758;0,169160592024242;0,021063103486604;0,00356304705566181;2
"11315388";"T2";"Raw Material";0,882709848560295;0;0;0,882709848560295;0,830839407975758;0,169160592024242;0,117290151439705;0,0198408714561535;2
"11315389";"T2";"Raw Material";0,448637377474793;0;0;0,448637377474793;0,830839407975758;0,169160592024242;0,551362622525207;0,0932688276464027;2
"11315390";"T2";"Raw Material";0,42727747704497;0,999;0;0,999;1;0;0,001;0;2
"11315391";"T2";"Raw Material";0,428383156897404;0;0;0,428383156897404;0,830839407975758;0,169160592024242;0,571616843102596;0,0966950435902635;2
"11315791";"T2";"Raw Material";0,512969570071676;0;0;0,512969570071676;0,830839407975758;0,169160592024242;0,487030429928324;0,0823863558604964;2
"11315792";"T2";"Raw Material";0,667329502142566;0;0;0,667329502142566;0,830839407975758;0,169160592024242;0,332670497857434;0,0562747383665628;2
"11316161";"T2";"Raw Material";0,602361513049481;0;0;0,602361513049481;0,830839407975758;0,169160592024242;0,397638486950519;0,0672647618641736;2
"11334661";"T2";"Raw Material";0,503860398138629;0;0;0,503860398138629;0,830839407975758;0,169160592024242;0,496139601861371;0,0839272687775412;2
"11402999";"T2";"Raw Material";0,728297026305666;0;0;0,728297026305666;0,830839407975758;0,169160592024242;0,271702973694334;0,0459614358848807;2
"1132767";"T1";"Raw Material";0,562178083193154;0;0;0,562178083193154;0,892510811737006;0,107489188262994;0,437821916806846;0,0470611224413162;3
"T1";"T1";"Final Product";0;0;0,0085202368127936;0,0085202368127936;0,882253650327176;0,117746349672824;0,991479763187206;0,11674312288977;3
"11308154";"T1";"Raw Material";0,965500014486941;0;0;0,965500014486941;0,892510811737006;0,107489188262994;0,0344999855130588;0,00370837543788376;3
"11312768";"T1";"Raw Material";0,812395759267984;0;0;0,812395759267984;0,892510811737006;0,107489188262994;0,187604240732016;0,0201654275509798;3
"11313671";"T1";"Raw Material";0,719060938937926;0;0;0,719060938937926;0,892510811737006;0,107489188262994;0,280939061062074;0,0301979116249302;3
"11313747";"T1";"Raw Material";0,409213048309706;0;0;0,409213048309706;0,892510811737006;0,107489188262994;0,590786951690294;0,0635032098735587;3
"11315086";"T1";"Raw Material";0,409196164235342;0;0;0,409196164235342;0,892510811737006;0,107489188262994;0,590803835764658;0,0635050247290066;3
"11315160";"T1";"Raw Material";0,34065852851774;0;0;0,34065852851774;0,892510811737006;0,107489188262994;0,65934147148226;0,0708720795577565;3
"11318457";"T1";"Inner Product";0;0;0,720780508220246;0,720780508220246;0,856918957076921;0,143081042923079;0,279219491779754;0,0399510160882993;3
"11318443";"T1";"Inner Product";0;0;0,795650804457232;0,795650804457232;0,856918957076921;0,143081042923079;0,204349195542768;0,0292384960187515;3
"11552755";"T1";"Inner Product";0;0;0,906323302042455;0,906323302042455;0,83466352999868;0,16533647000132;0,0936766979575454;0,0154881745616804;3
"11334659";"T2";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,567640736371163;0,432359263628837;0,0936766979575454;0,0405019881481053;3
"11334659";"T1";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,567640736371163;0,432359263628837;0,0936766979575454;0,0405019881481053;3
"11313665";"T1";"Raw Material";0,720780508220246;0;0;0,720780508220246;0,868131280811894;0,131868719188106;0,279219491779754;0,0368203167533501;3
"11315892";"T1";"Raw Material";0,795650804457232;0;0;0,795650804457232;0,868131280811894;0,131868719188106;0,204349195542768;0,0269472666833447;3
"T2";"T2";"Final Product";0;0;0,026506698580297;0,026506698580297;0,854761240279648;0,145238759720352;0,973493301419703;0,141388959694268;3
"11314767";"T2";"Raw Material";0,314409146007062;0,999;0;0,999;1;0;0,001;0;3
"11315387";"T2";"Raw Material";0,978936896513396;0;0;0,978936896513396;0,865174372941483;0,134825627058517;0,021063103486604;0,00283984613537983;3
"11315388";"T2";"Raw Material";0,882709848560295;0;0;0,882709848560295;0,865174372941483;0,134825627058517;0,117290151439705;0,0158137182156467;3
"11315389";"T2";"Raw Material";0,448637377474793;0;0;0,448637377474793;0,865174372941483;0,134825627058517;0,551362622525207;0,0743378113185896;3
"11315390";"T2";"Raw Material";0,42727747704497;0,999;0;0,999;1;0;0,001;0;3
"11315391";"T2";"Raw Material";0,428383156897404;0,999;0;0,999;1;0;0,001;0;3
"11315791";"T2";"Raw Material";0,512969570071676;0;0;0,512969570071676;0,865174372941483;0,134825627058517;0,487030429928324;0,0656641831116655;3
"11315792";"T2";"Raw Material";0,667329502142566;0;0;0,667329502142566;0,865174372941483;0,134825627058517;0,332670497857434;0,0448525084774976;3
"11316161";"T2";"Raw Material";0,602361513049481;0;0;0,602361513049481;0,865174372941483;0,134825627058517;0,397638486950519;0,0536118583457038;3
"11334661";"T2";"Raw Material";0,503860398138629;0;0;0,503860398138629;0,865174372941483;0,134825627058517;0,496139601861371;0,0668923329295224;3
"11402999";"T2";"Raw Material";0,728297026305666;0;0;0,728297026305666;0,865174372941483;0,134825627058517;0,271702973694334;0,0366325238020025;3
"1132767";"T1";"Raw Material";0,562178083193154;0;0;0,562178083193154;0,898833701333104;0,101166298666896;0,437821916806846;0,0442928227985944;4
"T1";"T1";"Final Product";0;0;0,0085202368127936;0,0085202368127936;0,889850930820102;0,110149069179898;0,991479763187206;0,109210573025777;4
"11308154";"T1";"Raw Material";0,965500014486941;0;0;0,965500014486941;0,898833701333104;0,101166298666896;0,0344999855130588;0,0034902358384177;4
"11312768";"T1";"Raw Material";0,812395759267984;0;0;0,812395759267984;0,898833701333104;0,101166298666896;0,187604240732016;0,0189792266490715;4
"11313671";"T1";"Raw Material";0,719060938937926;0;0;0,719060938937926;0,898833701333104;0,101166298666896;0,280939061062074;0,0284215649586032;4
"11313747";"T1";"Raw Material";0,409213048309706;0;0;0,409213048309706;0,898833701333104;0,101166298666896;0,590786951690294;0,0597677292032055;4
"11315086";"T1";"Raw Material";0,409196164235342;0;0;0,409196164235342;0,898833701333104;0,101166298666896;0,590803835764658;0,0597694373025153;4
"11315160";"T1";"Raw Material";0,34065852851774;0;0;0,34065852851774;0,898833701333104;0,101166298666896;0,65934147148226;0,0667031362274452;4
"11318457";"T1";"Inner Product";0;0;0,720780508220246;0,720780508220246;0,865027799486494;0,134972200513506;0,279219491779754;0,0376868692317762;4
"11318443";"T1";"Inner Product";0;0;0,795650804457232;0,795650804457232;0,865027799486494;0,134972200513506;0,204349195542768;0,0275814605955722;4
"11552755";"T1";"Inner Product";0;0;0,906323302042455;0,906323302042455;0,842354220569179;0,157645779430821;0,0936766979575454;0,0147677360640229;4
"11334659";"T2";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,615037369966149;0,384962630033851;0,0936766979575454;0,0360620280186233;4
"11334659";"T1";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,615037369966149;0,384962630033851;0,0936766979575454;0,0360620280186233;4
"11313665";"T1";"Raw Material";0,720780508220246;0;0;0,720780508220246;0,874980117449839;0,125019882550161;0,279219491779754;0,0349079880680205;4
"11315892";"T1";"Raw Material";0,795650804457232;0;0;0,795650804457232;0,874980117449839;0,125019882550161;0,204349195542768;0,0255477124259768;4
"T2";"T2";"Final Product";0;0;0,0590235972552342;0,0590235972552342;0,882646512758702;0,117353487241298;0,940976402744766;0,110426862273871;4
"11314767";"T2";"Raw Material";0,314409146007062;0,999;0;0,999;1;0;0,001;0;4
"11315387";"T2";"Raw Material";0,978936896513396;0;0;0,978936896513396;0,891493739937721;0,108506260062279;0,021063103486604;0,00228547858463615;4
"11315388";"T2";"Raw Material";0,882709848560295;0;0;0,882709848560295;0,891493739937721;0,108506260062279;0,117290151439705;0,0127267156748607;4
"11315389";"T2";"Raw Material";0,448637377474793;0,999;0;0,999;1;0;0,001;0;4
"11315390";"T2";"Raw Material";0,42727747704497;0,999;0;0,999;1;0;0,001;0;4
"11315391";"T2";"Raw Material";0,428383156897404;0,999;0;0,999;1;0;0,001;0;4
"11315791";"T2";"Raw Material";0,512969570071676;0;0;0,512969570071676;0,891493739937721;0,108506260062279;0,487030429928324;0,0528458504880463;4
"11315792";"T2";"Raw Material";0,667329502142566;0;0;0,667329502142566;0,891493739937721;0,108506260062279;0,332670497857434;0,0360968315555665;4
"11316161";"T2";"Raw Material";0,602361513049481;0;0;0,602361513049481;0,891493739937721;0,108506260062279;0,397638486950519;0,0431462650758242;4
"11334661";"T2";"Raw Material";0,503860398138629;0;0;0,503860398138629;0,891493739937721;0,108506260062279;0,496139601861371;0,0538342526667655;4
"11402999";"T2";"Raw Material";0,728297026305666;0;0;0,728297026305666;0,891493739937721;0,108506260062279;0,271702973694334;0,029481473523372;4
"1132767";"T1";"Raw Material";0,562178083193154;0;0;0,562178083193154;0,915997706888219;0,0840022931117805;0,437821916806846;0,0367780449863703;5
"T1";"T1";"Final Product";0;0;0,0249860662905363;0,0249860662905363;0,908602784561285;0,0913972154387153;0,975013933709464;0,0891135585549931;5
"11308154";"T1";"Raw Material";0,965500014486941;0;0;0,965500014486941;0,915997706888219;0,0840022931117805;0,0344999855130588;0,00289807789542015;5
"11312768";"T1";"Raw Material";0,812395759267984;0;0;0,812395759267984;0,915997706888219;0,0840022931117805;0,187604240732016;0,0157591864189839;5
"11313671";"T1";"Raw Material";0,719060938937926;0;0;0,719060938937926;0,915997706888219;0,0840022931117805;0,280939061062074;0,0235995253538848;5
"11313747";"T1";"Raw Material";0,409213048309706;0;0;0,409213048309706;0,915997706888219;0,0840022931117805;0,590786951690294;0,0496274586825034;5
"11315086";"T1";"Raw Material";0,409196164235342;0;0;0,409196164235342;0,915997706888219;0,0840022931117805;0,590803835764658;0,0496288769834671;5
"11315160";"T1";"Raw Material";0,34065852851774;0,999;0;0,999;1;0;0,001;0;5
"11318457";"T1";"Inner Product";0;0;0,720780508220246;0,720780508220246;0,888053871096199;0,111946128903801;0,279219491779754;0,03125754121923;5
"11318443";"T1";"Inner Product";0;0;0,795650804457232;0,795650804457232;0,888053871096199;0,111946128903801;0,204349195542768;0,0228761013856187;5
"11552755";"T1";"Inner Product";0;0;0,906323302042455;0,906323302042455;0,861412889846893;0,138587110153107;0,0936766979575454;0,0129823828586217;5
"11334659";"T2";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,656125839795243;0,343874160204757;0,0936766979575454;0,0322129958409056;5
"11334659";"T1";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,656125839795243;0,343874160204757;0,0936766979575454;0,0322129958409056;5
"11313665";"T1";"Raw Material";0,720780508220246;0;0;0,720780508220246;0,896603137441406;0,103396862558594;0,279219491779754;0,0288704194152317;5
"11315892";"T1";"Raw Material";0,795650804457232;0;0;0,795650804457232;0,896603137441406;0,103396862558594;0,204349195542768;0,0211290656854948;5
"T2";"T2";"Final Product";0;0;0,0590235972552342;0,0590235972552342;0,886122207514425;0,113877792485575;0,940976402744766;0,107156315525592;5
"11314767";"T2";"Raw Material";0,314409146007062;0,999;0;0,999;1;0;0,001;0;5
"11315387";"T2";"Raw Material";0,978936896513396;0;0;0,978936896513396;0,893907057132671;0,106092942867329;0,021063103486604;0,00223464663481291;5
"11315388";"T2";"Raw Material";0,882709848560295;0;0;0,882709848560295;0,893907057132671;0,106092942867329;0,117290151439705;0,0124436573355929;5
"11315389";"T2";"Raw Material";0,448637377474793;0,999;0;0,999;1;0;0,001;0;5
"11315390";"T2";"Raw Material";0,42727747704497;0,999;0;0,999;1;0;0,001;0;5
"11315391";"T2";"Raw Material";0,428383156897404;0,999;0;0,999;1;0;0,001;0;5
"11315791";"T2";"Raw Material";0,512969570071676;0;0;0,512969570071676;0,893907057132671;0,106092942867329;0,487030429928324;0,0516704915770361;5
"11315792";"T2";"Raw Material";0,667329502142566;0;0;0,667329502142566;0,893907057132671;0,106092942867329;0,332670497857434;0,0352939921228344;5
"11316161";"T2";"Raw Material";0,602361513049481;0;0;0,602361513049481;0,893907057132671;0,106092942867329;0,397638486950519;0,0421866372778924;5
"11334661";"T2";"Raw Material";0,503860398138629;0;0;0,503860398138629;0,893907057132671;0,106092942867329;0,496139601861371;0,0526369104344975;5
"11402999";"T2";"Raw Material";0,728297026305666;0;0;0,728297026305666;0,893907057132671;0,106092942867329;0,271702973694334;0,0288257680650363;5
"1132767";"T1";"Raw Material";0,562178083193154;0;0;0,562178083193154;0,918562415219265;0,0814375847807347;0,437821916806846;0,0356551594688213;6
"T1";"T1";"Final Product";0;0;0,0249860662905363;0,0249860662905363;0,911983545922547;0,0880164540774526;0,975013933709464;0,0858172691212154;6
"11308154";"T1";"Raw Material";0,965500014486941;0;0;0,965500014486941;0,918562415219265;0,0814375847807347;0,0344999855130588;0,00280959549515384;6
"11312768";"T1";"Raw Material";0,812395759267984;0;0;0,812395759267984;0,918562415219265;0,0814375847807347;0,187604240732016;0,015278036259839;6
"11313671";"T1";"Raw Material";0,719060938937926;0;0;0,719060938937926;0,918562415219265;0,0814375847807347;0,280939061062074;0,0228789986034627;6
"11313747";"T1";"Raw Material";0,409213048309706;0;0;0,409213048309706;0,918562415219265;0,0814375847807347;0,590786951690294;0,0481122624656302;6
"11315086";"T1";"Raw Material";0,409196164235342;0;0;0,409196164235342;0,918562415219265;0,0814375847807347;0,590803835764658;0,0481136374638676;6
"11315160";"T1";"Raw Material";0,34065852851774;0,999;0;0,999;1;0;0,001;0;6
"11318457";"T1";"Inner Product";0;0;0,720780508220246;0,720780508220246;0,891463415755469;0,108536584244531;0,279219491779754;0,0303055298922684;6
"11318443";"T1";"Inner Product";0;0;0,795650804457232;0,795650804457232;0,891463415755469;0,108536584244531;0,204349195542768;0,0221793636773298;6
"11552755";"T1";"Inner Product";0;0;0,906323302042455;0,906323302042455;0,864842142159551;0,135157857840449;0,0936766979575454;0,0126611418255086;6
"11334659";"T2";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,692240151884582;0,307759848115418;0,0936766979575454;0,028829926335368;6
"11334659";"T1";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,692240151884582;0,307759848115418;0,0936766979575454;0,028829926335368;6
"11313665";"T1";"Raw Material";0,720780508220246;0;0;0,720780508220246;0,899159208468937;0,100840791531063;0,279219491779754;0,0281567145619716;6
"11315892";"T1";"Raw Material";0,795650804457232;0;0;0,795650804457232;0,899159208468937;0,100840791531063;0,204349195542768;0,0206067346272688;6
"T2";"T2";"Final Product";0;0;0,117025616372723;0,117025616372723;0,906435268801374;0,0935647311986259;0,882974383627277;0,0826152608593585;6
"11314767";"T2";"Raw Material";0,314409146007062;0,999;0;0,999;1;0;0,001;0;6
"11315387";"T2";"Raw Material";0,978936896513396;0;0;0,978936896513396;0,912918352483761;0,0870816475162388;0,021063103486604;0,00183420975341851;6
"11315388";"T2";"Raw Material";0,882709848560295;0;0;0,882709848560295;0,912918352483761;0,0870816475162388;0,117290151439705;0,0102138196247987;6
"11315389";"T2";"Raw Material";0,448637377474793;0,999;0;0,999;1;0;0,001;0;6
"11315390";"T2";"Raw Material";0,42727747704497;0,999;0;0,999;1;0;0,001;0;6
"11315391";"T2";"Raw Material";0,428383156897404;0,999;0;0,999;1;0;0,001;0;6
"11315791";"T2";"Raw Material";0,512969570071676;0;0;0,512969570071676;0,912918352483761;0,0870816475162388;0,487030429928324;0,0424114122287005;6
"11315792";"T2";"Raw Material";0,667329502142566;0;0;0,667329502142566;0,912918352483761;0,0870816475162388;0,332670497857434;0,0289694950334727;6
"11316161";"T2";"Raw Material";0,602361513049481;0;0;0,602361513049481;0,912918352483761;0,0870816475162388;0,397638486950519;0,0346270145595156;6
"11334661";"T2";"Raw Material";0,503860398138629;0,999;0;0,999;1;0;0,001;0;6
"11402999";"T2";"Raw Material";0,728297026305666;0;0;0,728297026305666;0,912918352483761;0,0870816475162388;0,271702973694334;0,0236603425843639;6
"1132767";"T1";"Raw Material";0,562178083193154;0;0;0,562178083193154;0,929921954486367;0,0700780455136329;0,437821916806846;0,0306817042128562;7
"T1";"T1";"Final Product";0;0;0,0610002790981439;0,0610002790981439;0,924704534438451;0,0752954655615485;0,938999720901856;0,0707024211474694;7
"11308154";"T1";"Raw Material";0,965500014486941;0;0;0,965500014486941;0,929921954486367;0,0700780455136329;0,0344999855130588;0,00241769155500381;7
"11312768";"T1";"Raw Material";0,812395759267984;0;0;0,812395759267984;0,929921954486367;0,0700780455136329;0,187604240732016;0,0131469385205688;7
"11313671";"T1";"Raw Material";0,719060938937926;0;0;0,719060938937926;0,929921954486367;0,0700780455136329;0,280939061062074;0,0196876603076654;7
"11313747";"T1";"Raw Material";0,409213048309706;0;0;0,409213048309706;0,929921954486367;0,0700780455136329;0,590786951690294;0,0414011948894129;7
"11315086";"T1";"Raw Material";0,409196164235342;0,999;0;0,999;1;0;0,001;0;7
"11315160";"T1";"Raw Material";0,34065852851774;0,999;0;0,999;1;0;0,001;0;7
"11318457";"T1";"Inner Product";0;0;0,720780508220246;0,720780508220246;0,908381845614862;0,0916181543851375;0,279219491779754;0,0255815745052171;7
"11318443";"T1";"Inner Product";0;0;0,795650804457232;0,795650804457232;0,908381845614862;0,0916181543851375;0,204349195542768;0,018722096145716;7
"11552755";"T1";"Inner Product";0;0;0,906323302042455;0,906323302042455;0,877787860534312;0,122212139465688;0,0936766979575454;0,0114484296754726;7
"11334659";"T2";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,724225080722239;0,275774919277761;0,0936766979575454;0,0258336838174492;7
"11334659";"T1";"Raw Material";0,906323302042455;0;0;0,906323302042455;0,724225080722239;0,275774919277761;0,0936766979575454;0,0258336838174492;7
"11313665";"T1";"Raw Material";0,720780508220246;0;0;0,720780508220246;0,914868817302419;0,0851311826975807;0,279219491779754;0,0237702855674279;7
